Price,Area,No._of_Bedrooms,Resale,LandscapedGardens,IndoorGames,Intercom,SportsFacility,ClubHouse,24X7Security,PowerBackup,CarParking,Gasconnection,AC,Wifi,Children'splayarea,LiftAvailable,Total_Amenities,Price_per_sqft,Amenity_Score,Bedroom_Density,Location_Burari,Location_Dwarka Mor,Location_Jamia Nagar,Location_Noida,Location_Om Nagar,Location_Other,Location_Sector 10 Dwarka,Location_Sector 11 Dwarka,Location_Sector 12 Dwarka,Location_Sector 19 Dwarka,Location_Sector 22 Dwarka,Location_Sector 4 Dwarka,Location_Sector 6 Dwarka,Location_Uttam Nagar,Location_Vasant Kunj
8000000,1500,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5333.333333333333,0,0.0026666666666666666,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
3500000,675,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5185.185185185185,0,0.0044444444444444444,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
14800000,1750,3,1,0,0,1,1,0,0,1,0,1,0,0,1,1,0,8457.142857142857,0,0.0017142857142857142,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
8500000,1200,4,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,7083.333333333333,0,0.0033333333333333335,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
17500000,1650,3,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,10606.060606060606,1,0.0018181818181818182,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2700000,540,2,0,0,0,1,0,0,0,0,1,0,0,0,0,1,3,5000.0,3,0.003703703703703704,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
4999000,950,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5262.105263157895,1,0.003157894736842105,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
4699000,850,3,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,5528.235294117647,0,0.0035294117647058825,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
3800000,450,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8444.444444444445,0,0.0044444444444444444,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
15000000,1551,2,1,1,0,0,0,0,0,1,1,1,1,0,1,0,0,9671.17988394584,0,0.0012894906511927789,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
3000000,650,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4615.384615384615,0,0.003076923076923077,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
5100000,900,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5666.666666666667,0,0.0033333333333333335,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2350000,550,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4272.727272727273,0,0.0036363636363636364,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
5499000,900,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,6110.0,0,0.0033333333333333335,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
12800000,1843,3,0,1,0,0,0,1,1,1,1,0,0,0,1,1,8,6945.198046663049,8,0.0016277807921866521,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2500000,630,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3968.253968253968,1,0.0031746031746031746,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
27500000,3000,4,1,0,0,1,1,1,0,0,0,1,0,0,1,1,2,9166.666666666666,2,0.0013333333333333333,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
3600000,675,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5333.333333333333,0,0.002962962962962963,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
45000000,1300,3,1,0,0,0,1,0,0,1,0,1,1,0,1,0,7,34615.38461538462,7,0.002307692307692308,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
5500000,1000,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,5500.0,0,0.003,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
5500000,900,3,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,6111.111111111111,0,0.0033333333333333335,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
16800000,1700,3,1,0,0,1,1,1,0,0,0,1,0,0,1,1,2,9882.35294117647,2,0.0017647058823529412,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
3900000,900,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4333.333333333333,0,0.0033333333333333335,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
4400000,1000,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,4400.0,1,0.003,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
15000000,1200,2,1,0,0,1,0,0,0,1,0,1,1,0,1,1,7,12500.0,7,0.0016666666666666668,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
6500000,700,3,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,9285.714285714286,0,0.004285714285714286,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2900000,630,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,4603.174603174603,0,0.0031746031746031746,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2100000,540,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3888.8888888888887,0,0.003703703703703704,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6200000,1200,3,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,5166.666666666667,0,0.0025,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
4011000,1000,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4011.0,0,0.003,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
5300000,850,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6235.294117647059,0,0.0035294117647058825,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
13500000,1500,3,1,1,0,1,0,0,0,0,1,1,0,0,1,1,0,9000.0,0,0.002,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2400000,750,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3200.0,0,0.0026666666666666666,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
14500000,1650,3,1,0,0,1,1,1,0,1,1,1,0,0,1,1,1,8787.878787878788,1,0.0018181818181818182,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
4500000,810,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5555.555555555556,1,0.003703703703703704,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
16000000,1250,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12800.0,0,0.0024,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
6400000,600,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10666.666666666666,0,0.0016666666666666668,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
35000000,3800,5,1,1,1,1,1,1,1,1,1,1,0,0,1,1,2,9210.526315789473,2,0.0013157894736842105,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
10000000,1000,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,10000.0,0,0.003,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2300000,380,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6052.631578947368,0,0.002631578947368421,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
6900000,600,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,11500.0,0,0.0016666666666666668,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
17500000,2250,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7777.777777777777,0,0.0008888888888888889,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
16500000,1200,3,1,0,0,0,0,1,1,1,1,0,0,0,0,1,5,13750.0,5,0.0025,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
3000000,645,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4651.162790697675,0,0.004651162790697674,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
13500000,1600,3,1,0,0,1,0,0,0,1,0,1,0,0,1,1,0,8437.5,0,0.001875,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
3800000,1000,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3800.0,0,0.003,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
5000000,920,3,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,5434.782608695652,0,0.003260869565217391,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2800000,570,2,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,4912.2807017543855,0,0.0035087719298245615,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
7500000,1100,2,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,6818.181818181818,0,0.0018181818181818182,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
26000000,1650,4,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,15757.575757575758,0,0.0024242424242424242,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
3000000,750,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4000.0,0,0.0026666666666666666,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
3000000,800,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3750.0,0,0.0025,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
5200000,1000,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5200.0,0,0.003,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
18000000,1700,3,1,1,0,0,1,0,0,1,1,1,0,0,1,1,2,10588.235294117647,2,0.0017647058823529412,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
35000000,1800,4,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,19444.444444444445,1,0.0022222222222222222,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4400000,810,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5432.098765432099,0,0.0024691358024691358,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
15500000,1800,3,1,0,0,1,1,0,0,1,0,1,0,0,1,1,0,8611.111111111111,0,0.0016666666666666668,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
27500000,1550,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17741.935483870966,0,0.001935483870967742,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
8200000,500,1,1,0,0,0,0,1,0,1,0,1,0,0,1,1,1,16400.0,1,0.002,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4799000,950,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5051.578947368421,1,0.003157894736842105,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
15000000,1250,3,1,1,0,1,0,1,1,1,1,0,0,0,1,1,5,12000.0,5,0.0024,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
14000000,1000,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14000.0,0,0.002,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
6500000,1000,3,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,6500.0,0,0.003,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
3200000,620,2,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,5161.290322580645,0,0.0032258064516129032,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
6600000,700,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9428.57142857143,0,0.002857142857142857,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
6800000,581,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,5,11703.958691910499,5,0.0017211703958691911,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2650000,600,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4416.666666666667,0,0.0016666666666666668,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
10400000,1000,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,10400.0,1,0.002,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
22500000,2150,3,1,1,0,1,0,1,0,1,1,1,0,0,1,1,1,10465.116279069767,1,0.0013953488372093023,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
28500000,2350,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12127.659574468085,0,0.001702127659574468,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
14000000,1500,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9333.333333333334,0,0.0013333333333333333,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
5499000,900,3,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,6110.0,0,0.0033333333333333335,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
3399000,720,2,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,4720.833333333333,0,0.002777777777777778,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2349000,450,2,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,5220.0,0,0.0044444444444444444,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
6000000,990,3,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,6060.606060606061,0,0.0030303030303030303,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
3199000,675,3,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,4739.259259259259,0,0.0044444444444444444,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
4099000,765,3,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,5358.169934640523,0,0.00392156862745098,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
5499000,900,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,6110.0,1,0.0033333333333333335,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
3399000,720,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,4720.833333333333,1,0.002777777777777778,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2349000,450,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,5220.0,1,0.0044444444444444444,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
5999000,990,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,6059.595959595959,1,0.0030303030303030303,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
3199000,675,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,4739.259259259259,1,0.0044444444444444444,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
4099000,765,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,5358.169934640523,1,0.00392156862745098,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
5499000,900,3,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,6110.0,0,0.0033333333333333335,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
3399000,720,2,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,4720.833333333333,0,0.002777777777777778,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2299000,450,2,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,5108.888888888889,0,0.0044444444444444444,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
6000000,990,3,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,6060.606060606061,0,0.0030303030303030303,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
3199000,675,3,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,4739.259259259259,0,0.0044444444444444444,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
4099000,765,3,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,5358.169934640523,0,0.00392156862745098,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
18900000,2150,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8790.697674418605,0,0.0018604651162790699,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
17400000,1950,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8923.076923076924,0,0.0015384615384615385,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
13400000,1650,3,1,1,0,1,0,1,1,1,0,1,0,0,0,0,4,8121.212121212121,4,0.0018181818181818182,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
16399999,1750,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9371.428,0,0.0017142857142857142,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
19200000,2250,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8533.333333333334,0,0.0017777777777777779,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2300000,410,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,5609.756097560976,1,0.004878048780487805,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2600000,450,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,5777.777777777777,1,0.0044444444444444444,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
5800000,750,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,7733.333333333333,1,0.004,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
5000000,700,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,7142.857142857143,1,0.004285714285714286,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
4500000,650,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,6923.076923076923,1,0.004615384615384616,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
17000000,1450,3,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,11724.137931034482,0,0.0020689655172413794,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
13500000,1400,3,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,9642.857142857143,0,0.002142857142857143,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
13000000,1150,2,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,11304.347826086956,1,0.0017391304347826088,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
18300000,1550,3,1,0,0,0,0,0,0,1,1,1,0,0,1,0,1,11806.451612903225,1,0.001935483870967742,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
18000000,1500,4,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,12000.0,1,0.0026666666666666666,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
